X1,X2,X4,X5,X6,X12,X15,X16,X17,X18,X21,X22,X24,X25,X26,X27,X29,X31,X34,X35,X36,X37,X38,X40,X41,X42,X45,X46,X47,X48,X52,X58,X59,X61,X66,X64,X65
0.10208,0.69849,0.84973,-48.65,0.18068,0.24144,929.11,0.39285,1.4317,0.14118,1.2446,0.15652,0.24407,0.27815,0.33686,1.0017,4.3954,0.08476,0.22408,0.15652,1.763,3.4541,0.39187,0.017697,0.079258,0.093967,0.98062,0.67171,24.317,0.023305,0.37426,0.93804,0.40884,4.3553,128.14,3.3108,0
0.16062,0.65971,1.0082,-34.128,0.0,0.32324,1000.5,0.36481,1.5158,0.20586,1.213,0.2419,0.29627,0.33148,0.29624,3.3455,3.7537,0.086675,3.5908,0.24417,2.6131,23.468,0.35809,0.13664,0.079471,0.092572,0.71612,0.65599,34.559,0.20708,0.26884,0.92243,0.052313,7.9005,88.958,7.3002,0
-0.27804,1.922,0.17521,-517.04,-0.27804,-0.14466,-3721.7,-0.098074,0.52028,-0.27804,1.2531,-0.16378,-0.27804,-1.0551,-0.098074,1.2864499999999999,4.207,-0.22919,-0.085212,-0.16378,1.2285,3.4383,-1.0551,0.002575,-0.85117,-0.135,-1.1757,0.052176,63.416,-0.25332,1.4121,1.1219,0.0,12.725,578.27,1.8292,1
0.03873,0.34252,5.6865,26.674,0.074676,0.42339,2241.5,0.16284,2.9196,0.047293,1.3166,0.056963,0.093939,0.65151,0.13784,2.2275,4.964,0.15146,0.16631,0.056963,0.32097,2.453,0.88233,4.3345,0.17207,0.18243,0.56141,5.0689,98.466,0.04848,0.43679,0.81898,0.35428,3.8065,130.57,0.85591,0
0.25419,0.28274,3.2474,57.12,0.7193,1.1213,306.35,1.1915,3.5368,0.31703,1.3449,0.32358,0.90604,0.64603,0.96918,1.2293,4.1165,0.10753,1.1444,0.32358,3.0015,3.4383,0.64603,1.4891,0.027068,0.10976,1.1761,2.483,29.968,0.30374,0.10741,0.89286,0.0,10.491,35.005,36.033,0
0.11302,0.50385,1.0559,-14.164,0.11302,0.51571,854.31,0.42725,1.9847,0.14135,10.369249164322722,0.15156,0.14135,0.48703,0.37101,1.0095,4.2159,0.086064,0.30081,0.15156,1.6649,0.96837,0.71679,0.025004,0.073465,0.092281,1.6884,0.81173,16.273,0.077648,0.18257,0.9141,0.47176,7.6165,60.913,2.3114,0
0.0995,0.40309,2.463,66.878,-0.002966,0.30643,1177.2,0.31006,2.4808,0.12352,1.1555,0.11132,0.19848,0.59008,0.25048,1046.9,3.8649,0.051162,5.7041,0.11703,2.4163,3.4383,0.59691,0.3917,0.11913,0.046071,0.61698,2.0629,25.601,0.10986,0.17531,0.94924,0.0,3.587,60.89,335.9,0
-0.24305,0.91177,0.43863,-215.64,-0.40983,-0.30431,-1487.2,-0.24543,1.0968,-0.26182,0.55229,-0.23097,-0.43914,0.088232,-0.22485,-2.3856,4.9838,-0.33303,-0.25333,-0.23097,0.83717,5.8967,0.13965,0.057661,-0.15537,-0.2938,-3.2762,0.3524,27.968,-0.26902,0.88862,1.2315,0.58275,3.1003,399.44,1.2627,0
0.18292,0.25743,2.8775,17.67,0.49463,1.1606,428.7,0.85142,3.8845,0.18394,1.3505,0.18115,0.49758,0.70488,0.84746,2.513,4.4868,0.20653,0.70367,0.18115,0.91061,1.9567,0.80383,0.65861,0.039111,0.2034,0.69696,1.2216,132.89,0.1459,0.21987,0.80938,0.14037,9.9815,64.954,1.6373,0
0.038642,0.60635,0.75621,-83.805,0.13552,0.17786,1653.1,0.22079,1.6492,0.054136,0.88855,0.09116,0.18013,0.39342,0.19524,0.95958,3.6817,0.05329,0.15034,0.09116,1.0692,0.35258,0.6954,0.050849,0.11665,0.089735,0.31238,0.3498,47.529,0.011417,0.3204,0.93515,0.76756,11.164,109.36,1.3196,0
0.43933,0.14608,3.4564,21.216,0.21578,3.0075,111.97,3.2598,6.8456,0.43933,1.1573,0.44017,0.79625,0.58177,3.2598,302.58,3.9164,0.23313,9.9826,0.43193,1.8902,3.4383,0.85392,0.8166,0.010208,0.23288,1.62,1.6,67.878,0.40332,0.10017,0.76897,0.0,16.517,28.208,3.8178,0
0.056666,0.87751,1.1523,113.65,0.0,0.10947,3970.0,0.091939,1.1396,0.056666,1.0168,0.11156,0.099171,0.11804,0.091939,1.8569,3.306,0.017475,5.7885,0.11625,5.1811,1.4798,0.48236,0.7073,0.21576,0.021531,0.88649,1.0288,4.5933,0.087545,0.10191,0.99197,2.9381,31.132,36.467,12.84,0
0.13094,0.43691,1.5984,10.325,0.0,0.77952,656.39,0.55607,2.2888,0.16533,10.369249164322722,0.18283,0.16533,0.28869,0.47736,9.4317,3.9233,0.096389,3.9673,0.18293,1.9163,1.8759,0.71795,0.14588,0.055917,0.095405,2.7002,1.3698,10.211,0.1052,0.12236,0.91435,0.27503,7.3825,40.397,2.8991,0
-0.032216,0.099392,0.95638,-191.08,-0.03373,-0.33659,-1154.8,-0.31607,10.061,-0.033346,0.33767,-0.02093,-0.031048,0.89714,-0.30469,-3.7863,5.199,-1.0504,-0.21058,-0.02093,0.042425,292.65,0.89746,0.23629,-0.172,-0.65926,-26.358,0.94404,8.0704,-0.022862,1.7923,1.7412,0.000356,0.45277,1139.0,0.035071,0
-0.05544,0.85406,0.32409,-239.07,0.008039,-0.062454,-6541.5,-0.055798,1.1709,-0.053339,0.8751,-0.070786,0.022816,0.13417,-0.058258,-0.69676,4.4543,-0.055224,-0.082882,-0.070786,1.0032,3.4383,0.13417,0.044967,-0.4313,-0.073287,-0.59964,0.21584,33.217,-0.076471,0.84067,1.0518,0.0,6.6186,322.75,1.3355,0
-0.066915,0.4093,0.47589,-187.69,0.023945,-0.1958,-1965.0,-0.18575,2.4432,-0.080141,1.6367,-0.080018,0.033319,0.54848,-0.15344,-1.0475,3.9989,-0.11635,-0.1955,-0.080018,0.69672,3.4383,0.54848,0.004517,-0.17728,-0.11617,-0.36918,0.03306,86.605,-0.084131,0.53581,1.109,0.0,58.96,216.89,0.85545,0
0.45235,0.06053,8.0083,45.443,0.45235,9.2952,36.773,9.9259,16.521,0.56263,10.369249164322722,0.56377,0.56263,0.93947,8.104,7.1374,4.1872,0.41728,9.3139,0.56377,1.3594,3.4383,0.93947,1.7481,0.003306,0.41811,1.6128,3.3745,129.61,0.52559,0.076631,0.58581,0.0,13.696,16.385,2.6168,0
0.037369,0.63748,0.85052,-40.071,0.0,0.16329,1915.1,0.19059,1.5687,0.045165,1.4418,0.081732,0.082481,0.078217,0.17836,2.2351,3.8972,0.048799,2.3805,0.082133,1.5996,0.32521,0.7234,0.004999,0.13443,0.051095,0.31698,0.4243,28.356,0.005398,0.18227,0.97177,0.99547,13.792,63.114,2.0917,0
0.12359,0.60647,1.2473,-235.62,0.0,0.6856,1066.1,0.34238,1.6489,0.16431,1.0404,0.18531,0.4909,0.35798,0.27525,8.7336,3.4866,0.084942,3.1865,0.17394,2.1036,0.44572,0.75668,0.052974,0.088415,0.08809,0.90184,0.67541,25.884,0.14197,0.12401,0.92876,0.9228,14.102,41.583,3.0005,0
-0.036713,0.41348,1.0553,-33.953,-0.023771,-0.10238,6849.3,0.05329,2.4185,-0.036713,1.0442,-0.032643,-0.021696,0.51797,0.05329,-0.23136,4.4143,-0.028387,-0.078947,-0.032643,1.3824,4.4488,0.57285,0.09692,0.52075,-0.02524,-0.27338,0.68084,34.74,-0.09139,0.25416,1.091,0.10595,6.1764,101.21,2.0807,0
0.15369,0.45804,2.4355,-9.1341,0.17995,1.1727,655.14,0.55713,2.1832,0.17644,1.3345,0.19211,0.21244,0.4833,0.50746,1.8362,5.1184,0.14077,0.41941,0.19211,1.262,0.6863,0.79088,0.60088,0.055598,0.15327,0.98929,1.403,54.199,0.11336,0.14381,0.83471,0.63642,10.386,43.815,1.9783,0
0.093312,0.60644,1.1096,-27.778,0.0,0.27785,1251.1,0.29174,1.649,0.12029,1.3013,0.13915,0.18876,0.37429,0.24725,7.2805,4.4712,0.067185,3.1166,0.14107,2.0311,2.0498,0.53825,0.12517,0.10325,0.06851,0.50774,0.68508,35.49,0.082525,0.22906,0.9411,0.36766,8.3792,77.799,3.9089,0
0.030123,0.81664,1.4381,2393.4,0.0,0.063553,4234.9,0.086189,1.2245,0.03757,10.369249164322722,-0.00351,0.03757,0.15389,0.077071,-0.067974,3.8429,0.021556,4.9821,-0.025934,4.0229,5.485,0.35337,0.098793,0.92884,-0.000872,0.39795,1.31,6.7908,-0.036326,0.1453,1.0242,0.66543,5.6183,53.636,26.841,0
0.076959,0.60831,1.0693,-62.13,0.0,0.16301,1534.2,0.23792,1.6439,0.097641,1.4576,0.10164,0.16657,0.33091,0.20392,12.361,4.0613,0.044379,3.7748,0.089236,2.3855,3.4383,0.39169,0.042398,0.13634,0.042608,0.18051,0.35757,67.769,0.054554,0.26086,0.95943,0.0,12.636,91.652,6.6358,0
0.64989,0.098723,5.9002,264.6,0.0,8.2581,43.546,8.3819,10.129,0.81527,10.369249164322722,0.81432,0.81527,0.64989,6.7067,1.2864499999999999,2.2987,0.55824,6.5448,0.81432,1.4614,3.4383,0.90123,3.0387,0.003981,0.55758,0.40917000000000003,3.0387,0.0,0.8021,0.15279,0.44213,0.0,5.1698,24.673,3.4984,1
0.10786,0.634,0.75903,-135.14,0.17379,0.22245,1329.8,0.27447,1.5773,0.10796,1.21,0.10961,0.17635,0.35894,0.2743,1.5378,5.696,0.13037,0.17288,0.10961,0.86128,1.647,0.50759,0.004874,0.11866,0.13235,0.87276,0.50442,63.283,0.043559,0.68094,0.86065,0.41413,3.4158,213.91,1.3112,0
0.05043,0.15669,2.8272,13.81,0.16449,0.4011,465.88,0.78346,6.3821,0.062847,1.3004,0.026033,0.20937,0.82249,0.70421,0.16856,5.2148,0.040481,0.16615,0.026033,1.6221,3.4383,0.82249,0.3962,0.059938,0.016768,0.26778,1.6253,44.506,-0.033878,0.10145,0.99482,0.0,8.0617,36.838,2.7872,0
0.12247,0.12223,4.2586,142.05,0.45026,1.2614,202.96,1.7984,8.1812,0.15378,1.0487,0.14431,0.5589,0.85126,1.5422,2.003,4.988,0.17184,1.1806,0.14431,0.9147,1228.0,0.85158,1.9984,0.019104,0.16126,0.98404,3.2378,63.049,0.078274,0.16921,0.80507,0.000378,5.9232,49.722,1.8612,0
0.035796,0.69547,0.98124,-88.853,0.0,0.087104,2785.7,0.13103,1.4379,0.060579,10.369249164322722,0.055888,0.060579,0.29645,0.095394,32.868,3.7962,0.028612,3.0438,0.059782,2.1767,3.4383,0.30453,0.16761,0.2682,0.025676,0.089434,0.40574,69.012,0.02534,0.32854,0.97238,0.0,13.143,116.62,6.8541,0
0.12325,0.11955,4.8739,180.21,0.22573,1.2851,198.84,1.8356,8.3649,0.15357,1.2133,0.14579,0.2814,0.85849,1.582,1.8187,5.9626,0.16159,1.2196,0.14579,0.96579,12205.0,0.85853,2.6315,0.018568,0.1534,1.304,4.083,43.034,0.079921,0.14908,0.84348,4.7e-05,5.4791,45.897,2.2762,0
0.15573,0.46492,1.2054,-15.573,0.0,0.42145,1089.7,0.33496,2.1509,0.15573,1.2236,0.0,0.3193,0.53383,0.33496,0.0,4.1959,0.14257,3.961,0.002236,2.1846,11.682,0.55998,0.12976,0.088642,0.0,1.0081,0.78737,30.617,0.0,0.20065,0.84557,0.046543,8.9905,61.737,3.9391,0
0.053448,0.41886,2.4396,14.155,0.0,0.27688,1480.0,0.24663,2.3874,0.063194,10.369249164322722,0.085029,0.063194,0.46492,0.22336,1.5763,3.889,0.026297,5.6134,0.084804,2.4361,1.8002,0.7589,0.69303,0.11157,0.034904,0.22572,1.4021,36.759,0.04492,0.097069,0.97445,0.30589,15.052,34.197,5.4966,0
0.34791,0.26105,5.3803,78.388,0.0,2.4727,253.07,1.4423,3.8307,0.34791,10.369249164322722,0.0,0.34791,0.68155,1.4423,0.0,3.3404,0.26811,8.7095,0.000589,2.9426,5.2565,0.8593,3.4012,0.30421,0.0,2.7975,4.4964,19.965,-0.028605,0.061883,0.77755,0.16287,19.097,17.452,12.11,0
-0.076631,0.26283,2.6138,34.009,-0.085911,-0.47715,-37520.0,-0.009728,3.8048,-0.076631,1.0158,-0.096466,-0.085911,0.59299,-0.009728,-0.58364,4.8058,-0.048438,-0.36703,-0.096466,1.6204,3.1409,0.69521,0.38692,-0.38589,-0.060976,-0.77643,1.9993,21.795,-0.17054,0.097167,1.0448,0.17239,6.1096,37.053,2.7266,0
0.25136,0.30197,2.0419,26.769,0.75683,0.83407,355.16,1.0277,3.3116,0.25187,1.1276,0.25413,0.7586,0.68597,1.0261,0.96715,4.8037,0.087698,0.84156,0.25413,2.9007,3.4383,0.68597,0.28705,0.031759,0.088485,2.0429,1.6345,17.092,0.19565,0.11492,0.91491,0.0,7.0584,38.378,7.4911,0
0.044813,0.74188,0.95785,-113.84,0.0,0.083888,2671.8,0.13661,1.3479,0.058801,1.0652,0.079339,0.16447,0.12271,0.11776,3.8625,3.8347,0.049262,1.9798,0.081318,1.5501,6.5287,0.29905,0.024661,0.20289,0.051183,0.11087,0.38123,100.44,0.036789,0.47723,0.96207,0.15857,6.202,165.05,4.7174,0
-0.012424,0.76756,1.2883,3.2585,0.25006,-0.017111,20077.0,0.01818,1.3028,-0.012424,0.96672,0.021,0.25006,0.17301,0.01818,0.03377,4.3339,-0.001991,0.02736,0.021,6.2519,18.86,0.2145,0.027455,0.53262,0.003366,-0.081261,1.0778,8.9739,-0.005378,0.11676,0.99667,0.23982,8.1817,42.475,96.618,0
0.058907,0.24872,1.4119,28.471,0.0,0.45038,1466.7,0.24886,4.0207,0.058907,1.1039,0.0,0.12611,0.45755,0.24886,0.0,3.8678,0.17954,1.7454,0.001715,0.74342,1.524,0.86752,0.10285,2.774,0.0,7.8264,1.3543,6.3285,-0.002989,0.3013,0.60631,0.15471,4.5417,64.217,0.9118,0
0.073385,0.63814,0.92671,-149.64,-0.033575,0.2153,1898.7,0.19223,1.5671,0.080629,1.0473,0.066308,0.085035,0.03981,0.18088,2.0666,4.0874,0.16752,0.89423,0.074917,0.64556,0.60416,0.6255,0.14593,0.19632,0.10271,0.39083,0.42532,120.1,0.024265,0.65627,0.88409,0.72858,6.1699,211.74,0.98868,0
-0.061491,0.39065,3.2413,131.51,-0.012562,-0.29818,-3837.9,-0.095104,2.5599,-0.058162,1.0114,-0.041455,-0.088782,0.54167,-0.10363,-2.2603,4.503,-0.064005,1.5021,0.222,0.77721,3.9812,0.71148,0.21092,-0.63692,-0.053338,-0.27266,2.0852,140.28,-0.062465,0.33242,0.76128,0.16766,2.1259,91.604,2.1134,0
0.21068,0.55503,1.1136,-35.731,0.0,0.83004,694.19,0.52579,1.8017,0.21121,10.369249164322722,0.21132,0.21121,0.28887,0.52483,8.0046,5.9186,0.17843,2.0228,0.20893,1.3317,0.5644,0.7444,0.070649,0.063372,0.15869,1.8421,0.66416,37.181,0.1307,0.22664,0.84511,0.67293,8.8178,69.744,1.8582,0
0.072175,0.50228,1.0925,-58.848,0.20123,0.25668,1189.7,0.3068,1.9909,0.090973,1.2082,0.09225,0.25381,0.39959,0.26937,1.1349,5.0771,0.099479,0.18366,0.09225,0.92886,1.5867,0.54745,0.10424,0.10628,0.10088,0.47297,0.66197,68.522,0.029125,0.43601,0.88886,0.37003,4.6264,141.46,1.4924,0
0.2072,0.56642,0.92132,-2.243,0.0,0.47101,568.24,0.64234,1.7655,0.26632,10.369249164322722,0.34432,0.26632,0.39107,0.53797,3.0952,2.7694,0.033078,14.339,0.36165,8.4834,3.4383,0.43358,0.004553,0.042733,0.040588,46.278,0.91341,0.20122,0.24681,0.06962,0.9688,0.0,16.508,24.328,17.709,0
0.019102,0.89991,0.97069,-113.52,0.035516,0.029511,5160.0,0.070736,1.1112,0.019145,3.7681,0.017641,0.044128,0.094418,0.070689,0.23704,4.6605,0.025801,0.019604,0.017641,0.78023,1.7151,0.34559,0.01075,0.47602,0.023775,0.096018,0.66403,97.568,-0.02687,0.87168,1.003,2.6602,1.7508,319.12,2.004,0
0.19798,0.51264,0.90755,-27.986,0.34431,0.34899,789.63,0.46224,1.9507,0.17891,1.1953,0.18153,0.36352,0.44285,0.49945,0.83795,5.647,0.076198,0.35411,0.18153,2.3505,3.4383,0.44285,0.23546,0.070345,0.077317,1.7373,0.68525,19.201,0.12347,0.23664,0.92269,0.0,10.183,79.695,4.3907,0
0.32314,0.052381,13.868,52.728,0.74013,7.6667,43.371,8.4158,19.091,0.40159,1.2502,0.41041,0.88871,0.92473,6.918,1.9139,4.7329,0.15657,7.835,0.41041,2.5813,3.4383,0.92473,0.17585,0.00383,0.16001,0.8877,6.9185,61.962,0.37117,0.024428,0.83604,0.0,7.2621,7.4543,9.3748,0
0.16228,0.27196,2.5055,14.494,0.236,0.69633,458.56,0.79597,3.677,0.18937,1.2555,0.20544,0.26711,0.64915,0.69633,0.69612,4.4951,0.060473,0.75539,0.20544,3.2468,3.4383,0.64915,0.19763,0.038451,0.065602,0.56035,1.4406,35.817,0.17834,0.092153,0.9424,0.0,9.2638,31.698,9.8288,0
0.030237,0.1028,5.3207,72.67,0.030237,0.49159,365.98,0.99733,9.7278,0.050534,1.0664,0.053179,0.050534,0.82964,0.79988,1.2864499999999999,4.4701,0.037802,0.51731,0.053179,1.3444,3.4383,0.82964,0.71192,0.032136,0.03978,0.15442,3.4159,56.065,0.001189,0.080641,0.95357,0.0,4.8093,28.067,2.9508,1
0.044625,0.94973,0.65812,-209.33,0.044625,0.13696,2722.2,0.13408,1.0529,0.044625,10.369249164322722,0.082128,0.044625,0.005218,0.13408,1.8543,4.527,0.086052,0.086474,0.082128,0.57991,0.18971,0.62913,0.02534,0.18941,0.15837,0.46452,0.36327,79.17,-0.000591,0.73566,0.85405,119.58,4.7099,229.33,0.66013,0
0.059663,0.29233,1.4692,-46.367,0.14841,0.25031,1107.3,0.32964,3.4207,0.067855,1.0,0.074352,0.16479,0.70517,0.30162,0.8669,5.0771,0.072623,0.25434,0.074352,0.96267,7.8397,0.72642,0.067505,0.093435,0.079577,0.25749,0.61445,98.612,0.045841,0.31607,0.91794,0.03013,6.3017,105.9,1.5528,0
0.045804,0.58373,1.3196,10.302,0.0,0.1262,2106.7,0.17326,1.7131,0.067424,1.2563,0.078783,0.10542,0.39795,0.13622,6.7188,3.436,0.027535,4.511,0.094907,2.7281,3.4383,0.41627,0.60082,0.17296,0.028878,0.53648,1.1598,11.835,0.045071,0.20289,0.97536,0.0,9.135,71.48,9.2484,0
0.060649,0.7859,0.84638,-775.71,0.0,0.31159,2922.1,0.12491,1.2724,0.060649,10.369249164322722,0.066008,0.060649,0.060649,0.12491,11.7,3.5496,0.044619,1.6734,0.050776,1.3656,0.25322,0.80564,0.056522,0.25304,0.048337,4.0566,0.76957,4.1495,0.028491,0.14801,0.96716,2.7628,9.8394,52.024,1.6349,0
-0.005925,0.44957,1.5294,-28.67,0.006058,-0.051129,18500.0,0.01973,2.2243,-0.006077,1.744,0.027251,0.007421,0.54877,0.020067,0.38869,4.3211,-0.008345,0.060615,0.027251,0.7429,0.20395,0.8795,0.22058,0.35027,0.037424,-0.051834,0.56753,59.512,0.012304,0.16952,0.96283,0.60266,17.659,59.574,0.88993,0
0.003545,0.8166,1.109,-53.013,0.03548,0.007612,10606.0,0.034416,1.2246,0.006105,1.0114,0.027431,0.050749,0.17832,0.031281,0.10585,4.2116,0.002371,0.033591,0.027431,2.6273,29.312,0.19289,0.064761,0.54314,0.010653,0.007669,0.53259,65.109,0.005432,0.30949,1.0064,0.081722,6.8627,113.69,23.286,0
0.070977,0.55392,1.4758,-74.987,0.049658,0.1509,1767.4,0.20651,1.8053,0.083251,1.3416,0.12261,0.061679,0.42855,0.18435,0.8487,4.6446,0.053043,0.22136,0.12261,1.5724,117.07,0.43076,0.018581,0.11844,0.078124,0.12794,0.4702,140.16,0.091473,0.38187,0.92052,0.005171,6.2991,128.3,8.4469,0
0.076499,0.65037,0.62057,-175.15,0.059802,0.14967,1921.7,0.18993,1.5376,0.088657,1.2716,0.10328,0.083782,0.34963,0.17124,1.0647,4.3971,0.082122,0.15881,0.10328,1.0816,3.8452,0.40766,0.15805,0.15477,0.09567,0.52961,0.37672,54.349,0.068413,0.61062,0.06337,0.16598,8.3349,200.27,1.7071,0
0.18592,0.1915,3.5021,144.61,0.44785,1.2327,235.17,1.5521,5.2219,0.23606,1.2986,0.25165,0.56267,0.8085,1.2902,0.24999,4.6923,0.24999,1.3141,0.25165,0.95489,3.4383,0.8085,1.1196,0.020127,0.2665,0.83767,2.3431,116.72,0.19049,0.27592,0.735,0.0,4.0304,74.022,2.8671,0
0.20525,0.49445,1.6333,8.8902,0.0,0.53181,611.7,0.59669,2.0224,0.25768,1.4131,0.24647,0.43603,0.49971,0.49067,301.57,3.9327,0.14195,3.1736,0.25184,1.821,3.4383,0.50555,0.22361,0.058069,0.13535,0.77038,1.0834,61.974,0.20911,0.30878,0.8601,0.0,4.3714,97.118,8.7232,0
0.020935,0.66993,1.0704,-36.924,0.0,0.03804,2728.8,0.13376,1.4927,0.023422,10.369249164322722,0.036448,0.023422,0.060806,0.13004,2.2652,4.149,0.018053,3.3056,-0.02006,2.254,7.5551,0.38374,0.029154,0.21758,0.016653,0.082557,0.441,41.796,-0.029737,0.27804,0.98248,0.16261,5.6476,102.68,6.4211,1
0.088224,0.027834,22.897,517.56,0.1366,3.9161,72.094,5.0628,35.927,0.109,1.5311,0.09391,0.16986,0.93189,4.3164,3.39,4.6406,0.30471,3.3739,0.09391,0.40846,3.4383,0.93189,19.087,0.007273,0.26252,1.0905,19.99,106.59,0.061991,0.10048,0.77439,0.0,14.233,28.4,0.98632,0
0.083999,0.47198,1.3561,-2051.0,0.0,0.25258,882.19,0.41374,2.1187,0.083999,1.1599,0.087521,0.15923,0.042133,0.41374,23.091,3.5079,0.010727,17.202,0.078018,8.1601,18.108,0.54355,0.72048,0.079138,0.010725,0.49467,0.84546,7.6338,-0.023759,0.040961,0.99545,0.029407,196.32,14.876,14.863,0
0.089399,0.066192,11.156,73.887,0.24024,1.6802,151.94,2.4023,15.107,0.11122,1.0798,0.093825,0.29938,0.89055,2.0726,1.9411,5.4842,0.19061,1.4175,0.093825,0.61185,3.4383,0.89055,8.4793,0.015367,0.1608,1.402,10.193,48.151,0.046032,0.13694,0.8284,0.0,5.1453,41.406,2.2308,0
0.12151,0.38835,1.4601,200.88,-0.28429,0.35913,895.98,0.40738,2.575,0.12151,1.294,0.12512,0.17683,0.2417,0.40738,14.696,4.8798,0.10248,2.9578,0.13746,1.2654,455.11,0.61251,0.023036,0.079998,0.098877,1.2751,1.1785,30.28,0.088425,0.29455,0.91447,0.001432,3.2369,97.591,2.5009,0
0.002956,0.7081,1.1974,-39.806,0.020749,0.02203,16588.0,0.022004,1.4122,0.004814,1.2725,0.011933,0.029887,0.28383,0.019379,0.24403,4.8105,0.009548,0.016852,0.011933,0.50956,0.34503,0.7734,0.16196,1.0256,0.023667,0.031871,0.77297,69.223,0.001166,0.44688,0.96986,1.7249,3.7762,158.2,0.68288,0
0.022129,0.71807,0.82334,-70.117,0.16036,0.044676,2523.9,0.14462,1.3926,0.029462,1.0735,0.052192,0.20214,0.20695,0.1344,0.35377,4.2399,0.019493,0.072684,0.052192,1.5293,6.6363,0.26556,0.018048,0.18651,0.034531,0.14366,0.58975,38.111,-0.022191,0.447,0.97607,0.28318,4.009,159.25,3.3071,0
0.061822,0.38984,0.73849,-83.632,0.1534,0.14677,1164.8,0.31335,2.5651,0.052584,1.053,0.071074,0.18133,0.40936,0.33705,0.64022,4.5207,0.046627,0.18231,0.071074,1.193,3.8286,0.44093,0.086833,0.091127,0.063022,0.43019,0.33737,47.25,0.0015,0.32273,0.98439,0.077121,12.564,115.96,1.5335,0
0.06082,0.59128,2.0374,-16.78,0.15725,0.35285,1455.0,0.25086,1.6912,0.093158,1.146,0.098333,0.20894,0.27192,0.19617,0.52514,4.3626,0.046556,0.16631,0.098333,2.0348,0.55289,0.59918,0.11667,0.12664,0.049143,0.17038,0.68535,69.581,0.043161,0.14099,0.9358,1.2036,13.328,48.159,4.3303,0
0.53736,0.2818,3.5,295.37,0.0,1.9428,186.26,1.9597,3.5487,0.54746,10.369249164322722,0.54753,0.54746,0.64587,1.9238,3055.1,3.7427,0.40073,2.908,0.54699,1.3665,3.4383,0.7182,2.6449,0.017008,0.40069,20.83,3.4085,11.49,0.54276,0.34388,0.59955,0.0,6.3504,75.271,99.661,0
0.001831,0.48876,0.87764,-113.34,-0.04584,0.004461,4387.7,0.083188,2.046,0.002162,1.1534,0.010523,-0.046539,0.49619,0.082511,0.092318,5.2364,0.001874,0.021529,0.010523,1.1617,33.582,0.5003,0.025641,0.3278,0.00912,0.006377,0.28511,91.959,-0.027975,0.4252,0.98794,0.008292,9.1749,153.32,2.0077,0
0.003886,0.69037,1.0468,-69.345,0.011648,0.004331,69650.0,0.005241,1.4485,0.002762,1.1553,0.013601,0.009238,0.28606,0.006869,0.14269,6.4701,0.002897,0.019702,0.013601,0.98176,9.4327,0.3387,0.31762,1.5699,0.014266,0.022733,0.77872,65.463,0.012745,0.66903,0.9998,0.18404,3.2423,244.15,2.8679,0
0.002851,0.9833,5.8915,0.072681,-0.087625,0.054098,6398.4,0.057046,1.017,0.007335,1.2317,0.063636,-0.08885,-0.003299,0.052485,0.22614,4.6158,0.00255,0.064717,0.063636,2.8811,0.16208,0.84441,0.45906,0.28763,0.022119,0.004309,1.0133,85.797,0.014878,0.048186,0.9781,-256.99,38.284,17.203,14.302,0
0.091339,0.83174,1.1611,2.083,0.0,0.13865,2420.0,0.15083,1.2023,0.11532,0.98544,0.11645,0.12628,0.15383,0.122,79.705,3.5398,0.054483,2.4235,0.11835,2.1341,3.4383,0.16826,0.3814,0.21902,0.054568,0.74619,1.014,22.165,0.10632,0.41263,0.94615,0.0,4.0563,142.26,62.319,0
0.27201,0.76781,0.8189,-288.66,0.0,0.44055,1030.3,0.35426,1.3024,0.27201,1.2275,0.30943,0.47258,0.15078,0.35426,8.0024,3.5468,0.10531,2.4799,0.25975,2.6975,4.8297,0.3182,0.17474,0.082713,0.11471,3.0155,0.67281,17.291,0.30943,0.32426,0.72022,0.37044,8.7718,83.544,5.4562,0
0.22491,0.5407,0.62149,-475.23,0.0,0.48907,663.0,0.55053,1.8495,0.22519,10.369249164322722,0.22663,0.22519,0.37072,0.55,112.57,3.5412,0.094048,4.084,0.21398,2.4159,3.7406,0.52804,0.23298,0.060256,0.09381,7.7426,0.5584,4.8014,0.15416,0.20852,0.91488,0.14966,16.123,69.567,3.3844,0
0.067337,0.42434,1.5438,-13.319,0.0,0.28478,1840.7,0.19829,2.3566,0.084143,1.1306,0.088012,0.12837,0.18098,0.15868,12.423,5.1048,0.027564,6.5683,0.085702,3.3038,19.167,0.5918,0.093798,0.16071,0.026639,0.45884,1.0471,0.02594,0.088012,0.10601,0.84578,0.028041,11.729,32.643,6.0747,0
-0.096551,0.6542,0.96882,555.2,0.0,-0.18712,29213.0,0.012494,1.5286,-0.096551,10.369249164322722,-0.079841,-0.096551,0.19683,0.012494,-4.2959,3.5903,-0.043631,3.4318,-0.29239,1.9384,6.1969,0.38254,0.039825,0.87634,-0.041188,-0.35472,0.44131,44.252,-0.18456,0.22983,1.1678,0.10626,9.3572,97.158,3.876,0
0.14166,0.40476,1.9238,5.2278,0.0,0.4528,790.69,0.46162,2.4706,0.17492,1.365,0.16081,0.16447,0.31542,0.37943,10468.0,4.5531,0.097198,4.0386,0.16516,1.7998,3.4383,0.59524,0.036589,0.078111,0.089346,0.43073,1.0725,73.434,0.14889,0.23633,0.90388,0.0,4.4975,78.344,7.0086,0
